sentence,annotation
"His criticism of the religious right for its narrow agenda and raw thirst for power seemed harsh then, but observers of the partisanship among evangelical leaders today might call them prophetic.","<Fact_No_Appeal>His criticism of the religious right for its narrow agenda and raw thirst for power seemed harsh then, but observers of the partisanship among evangelical leaders today might call them prophetic.</Fact_No_Appeal>"
"When it comes to facial cleansing, one-third of respondents (35%) believe all cleansers work the same, which isn't true.","<Fact_No_Appeal>When it comes to facial cleansing, one-third of respondents (35%) believe all cleansers work the same, which isn't true.</Fact_No_Appeal>"
"Washington Police Chief Robert Contee said three more deaths were reported near the Capitol riots after people had apparently suffered ""separate medical emergencies.""","<Source_Attribute>Washington Police Chief</Source_Attribute> <Source:Named:Official>Robert Contee</Source:Named:Official> said <Fact_Appeal:Direct_Quote>three more deaths were reported near the Capitol riots after people had apparently suffered ""separate medical emergencies.""</Fact_Appeal:Direct_Quote>"
"During an interrogation, Quiroz at one point admitted that she had had sexual relations with women in the past.","<Appeal_Time>During an interrogation, </Appeal_Time><Source:Named:Active_Participant>Quiroz</Source:Named:Active_Participant> at one point admitted that <Fact_Appeal:Indirect_Quote>she had had sexual relations with women in the past.</Fact_Appeal:Indirect_Quote>"
"And when I dug for answers, I was even more stumped, and unsatisfied.","And when I dug for answers, I was even more stumped, and unsatisfied."
Customers do not have to prepay for special orders.,<Fact_No_Appeal>Customers do not have to prepay for special orders.</Fact_No_Appeal>
"After that, it will take another five months or so to be fully calibrated and start discovering amazing new things about our universe that will definitely rewrite our textbooks.","<Fact_No_Appeal>After that, it will take another five months or so to be fully calibrated and start discovering amazing new things about our universe that will definitely rewrite our textbooks.</Fact_No_Appeal>"
"As a member of Congress, Pompeo has cast dozens of votes to attack women's health, including the global gag rule.","<Fact_No_Appeal>As a member of Congress, Pompeo has cast dozens of votes to attack women's health, including the global gag rule.</Fact_No_Appeal>"
"In 2010, United went from offering five kinds of special meals to nine for passengers on long-haul international flights.","<Fact_No_Appeal>In 2010, United went from offering five kinds of special meals to nine for passengers on long-haul international flights.</Fact_No_Appeal>"
The demonstrators marched 2 miles from a city park and circled the track.,<Fact_No_Appeal>The demonstrators marched 2 miles from a city park and circled the track.</Fact_No_Appeal>
Randy got so emotional during this that it was difficult for him to even speak.,<Fact_No_Appeal>Randy got so emotional during this that it was difficult for him to even speak.</Fact_No_Appeal>
Israel detests Iran and so do many members of Congress.,<Fact_No_Appeal>Israel detests Iran and so do many members of Congress.</Fact_No_Appeal>
"He threw paper towels into a crowd like he was at a sporting event, told Puerto Rico that they had messed up his federal budget, and scolded them for their financial debts before ending his trip early and flying back to the mainland.","<Fact_No_Appeal>He threw paper towels into a crowd like he was at a sporting event, told Puerto Rico that they had messed up his federal budget, and scolded them for their financial debts before ending his trip early and flying back to the mainland.</Fact_No_Appeal>"
"""Victory or death"" he would shout at his warriors to encourage them before carrying out a new campaign.","<Fact_No_Appeal>""Victory or death"" he would shout at his warriors to encourage them before carrying out a new campaign.</Fact_No_Appeal>"
"Trump also has a proclivity to repeat many of his false or misleading statements, according to the Post analysis","<Fact_Appeal:Indirect_Quote>Trump also has a proclivity to repeat many of his false or misleading statements,</Fact_Appeal:Indirect_Quote> according to the <Source:Named:News_Report>Post analysis</Source:Named:News_Report>"
Millions of people across China are readjusting to public life after the lifting of weeks-long lockdowns and other restrictions that sought to stop the spread of the novel coronavirus.,<Fact_No_Appeal>Millions of people across China are readjusting to public life after the lifting of weeks-long lockdowns and other restrictions that sought to stop the spread of the novel coronavirus.</Fact_No_Appeal>
Hack our pipelines.,Hack our pipelines.
"Today, zoo officials say the Rodrigues flying fox population has increased to around 20,000 thanks to more than four decades of conservation activity.","Today, <Source:Unnamed:Official>zoo officials</Source:Unnamed:Official> say <Fact_Appeal:Indirect_Quote>the Rodrigues flying fox population has increased to around 20,000 thanks to more than four decades of conservation activity.</Fact_Appeal:Indirect_Quote>"
"The Dow Jones Industrial Average rose 0.58% to end at 33,015.37 points, while the S&P 500 gained 0.29% to 3,974.12.","<Fact_No_Appeal>The Dow Jones Industrial Average rose 0.58% to end at 33,015.37 points, while the S&P 500 gained 0.29% to 3,974.12.</Fact_No_Appeal>"
"""I'm confident we can have a hearing that will allow the nominee to be submitted to the floor before Election Day,"" said Graham last week.","<Fact_No_Appeal>""I'm confident we can have a hearing that will allow the nominee to be submitted to the floor before Election Day,""</Fact_No_Appeal> said Graham last week."
"""We all circled around him and Barbara for a photo, and I was right next to him,"" Grolnick said.","<Fact_Appeal:Direct_Quote>""We all circled around him and Barbara for a photo, and I was right next to him,""</Fact_Appeal:Direct_Quote> <Source:Named:Active_Participant>Grolnick</Source:Named:Active_Participant> said."
"I don't think anybody thought we'd be in this position, so it's a nice feeling.""","I don't think anybody thought we'd be in this position, so it's a nice feeling."""
"The bill's author, Sen. Scott Wiener, a San Francisco Democrat, argued, ""California cannot continue to have the image of an environmental beacon while we are actively poisoning our citizens and destroying our state.""","The bill's author, Sen. <Source:Named:Official>Scott Wiener</Source:Named:Official>, a <Source_Attribute>San Francisco Democrat</Source_Attribute>, argued, <Fact_Appeal:Direct_Quote>""California cannot continue to have the image of an environmental beacon while we are actively poisoning our citizens and destroying our state.""</Fact_Appeal:Direct_Quote>"
"All the polls show that Americans of all colors think you ought to be required to show ID, prove you're you when you vote.","<Source:Unnamed:Expert_Document>All the polls</Source:Unnamed:Expert_Document> show that <Fact_Appeal:Indirect_Quote>Americans of all colors think you ought to be required to show ID, prove you're you when you vote.</Fact_Appeal:Indirect_Quote>"
"It did those things as a matter of course, and as injustice, that denial ranks with the greatest in modern history.","<Fact_No_Appeal>It did those things as a matter of course, and as injustice, that denial ranks with the greatest in modern history.</Fact_No_Appeal>"
I grabbed a few close to home and prepared for my mother's excitement when I handed them to her.,<Fact_No_Appeal>I grabbed a few close to home and prepared for my mother's excitement when I handed them to her.</Fact_No_Appeal>
"Last week, Alt Thirty-Six announced a partnership with the cannabis software company WebJoint, which they say will allow for more widespread cryptocurrency adoption in cannabis retail locations.","Last week, Alt Thirty-Six announced a partnership with the cannabis software company WebJoint, which they say will allow for more widespread cryptocurrency adoption in cannabis retail locations."
WaPo reporter lies & libels a bunch of kids while regurgitating the manifestly bogus narrative of the lefty protestor already caught lying about this very event.,<Fact_No_Appeal>WaPo reporter lies & libels a bunch of kids while regurgitating the manifestly bogus narrative of the lefty protestor already caught lying about this very event.</Fact_No_Appeal>
